Year,Crime_Rate,State,State
2013,4.9591, FL,Florida
2013,5.633, GA,Georgia
2013,2.2711, HI,Hawaii
2013,1.7981, ID,Idaho
2013,5.601, IL,Illinois
2013,5.4332, IN,Indiana
2013,1.3259, IA,Iowa
2013,4.0403, KS,Kansas
2013,3.9095, KY,Kentucky
2013,10.6712, LA,Louisiana
2013,1.8063, ME,Maine
2013,6.466, MD,Maryland
2013,2.057, MA,Massachusetts
2013,6.3143, MI,Michigan
2013,2.1025, MN,Minnesota
2013,7.2522, MS,Mississippi
2013,6.1043, MO,Missouri
2013,2.2663, MT,Montana
2013,2.9963, NE,Nebraska
2013,5.8392, NV,Nevada
2013,1.5878, NH,New Hampshire
2013,4.5335, NJ,New Jersey
2013,5.8939, NM,New Mexico
2013,3.2698, NY,New York
2013,4.701, NC,North Carolina
2013,2.2104, ND,North Dakota
2013,4.1307, OH,Ohio
2013,5.1387, OK,Oklahoma
2013,2.0875, OR,Oregon
2013,4.7804, PA,Pennsylvania
2013,6.3915, SC,South Carolina
2013,2.1289, SD,South Dakota
2013,5.156, TN,Tennessee
2013,4.301, TX,Texas
2013,1.7569, UT,Utah
2013,1.5953, VT,Vermont
2013,3.8692, VA,Virginia
2013,2.3947, WA,Washington
2013,3.3449, WV,West Virginia
2013,2.8383, WI,Wisconsin
2013,2.9148, WY,Wyoming
2014,5.6949, AL,Alabama
2014,5.5627, AK,Alaska
2014,4.6219, AZ,Arizona
2014,5.8985, AR,Arkansas
2014,4.3823, AR,Arkansas
2014,2.8008, CO,Colorado
2014,2.4758, CT,Connecticut
2014,5.3421, DE,Delaware
2014,15.913, DC,Washington
2014,4.9333, FL,Florida
2014,6.0116, GA,Georgia
2014,1.4082, HI,Hawaii
2014,1.9574, ID,Idaho
2014,5.3562, IL,Illinois
2014,5.0471, IN,Indiana
2014,1.9296, IA,Iowa
2014,3.1697, KS,Kansas
2014,3.7166, KY,Kentucky
2014,10.2388, LA,Louisiana
2014,1.5786, ME,Maine
2014,6.0582, MD,Maryland
2014,1.9689, MA,Massachusetts
2014,5.4859, MI,Michigan
2014,1.6126, MN,Minnesota
2014,8.6522, MS,Mississippi
2014,6.6625, MO,Missouri
2014,3.7137, MT,Montana
2014,2.8147, NE,Nebraska
2014,5.9895, NV,Nevada
2014,1.2048, NH,New Hampshire
2014,3.9379, NJ,New Jersey
2014,4.8428, NM,New Mexico
2014,3.1192, NY,New York
2014,5.0099, NC,North Carolina
2014,3.1079, ND,North Dakota
2014,4.001, OH,Ohio
2014,4.6396, OK,Oklahoma
2014,2.1152, OR,Oregon
2014,4.7679, PA,Pennsylvania
2014,6.6678, SC,South Carolina
2014,2.6954, SD,South Dakota
2014,5.6355, TN,Tennessee
2014,4.4182, TX,Texas
2014,2.2415, UT,Utah
2014,1.5955, VT,Vermont
2014,4.2026, VA,Virginia
2014,2.5201, WA,Washington
2014,4.5436, WV,West Virginia
2014,2.7607, WI,Wisconsin
2014,2.7383, WY,Wyoming
2015,7.1695, AL,Alabama
2015,7.9977, AK,Alaska
2015,4.4884, AZ,Arizona
2015,6.3469, AR,Arkansas
2015,4.7725, AR,Arkansas
2015,3.175, CO,Colorado
2015,3.2359, CT,Connecticut
2015,6.5673, DE,Delaware
2015,24.1655, DC,Washington
2015,5.142, FL,Florida
2015,6.0984, GA,Georgia
2015,1.3272, HI,Hawaii
2015,1.9361, ID,Idaho
2015,5.8727, IL,Illinois
2015,5.5952, IN,Indiana
2015,2.3382, IA,Iowa
2015,4.3348, KS,Kansas
2015,4.9496, KY,Kentucky
2015,10.5377, LA,Louisiana
2015,1.73, ME,Maine
2015,8.9742, MD,Maryland
2015,1.9309, MA,Massachusetts
2015,5.8985, MI,Michigan
2015,2.4259, MN,Minnesota
2015,8.4633, MS,Mississippi
2015,8.2782, MO,Missouri
2015,3.6819, MT,Montana
2015,3.2739, NE,Nebraska
2015,6.1725, NV,Nevada
2015,1.1277, NH,New Hampshire
2015,4.0625, NJ,New Jersey
2015,5.6241, NM,New Mexico
2015,3.1042, NY,New York
2015,5.1519, NC,North Carolina
2015,2.7747, ND,North Dakota
2015,4.498, OH,Ohio
2015,6.1422, OK,Oklahoma
2015,2.7332, OR,Oregon
2015,5.1986, PA,Pennsylvania
2015,8.3149, SC,South Carolina
2015,3.8465, SD,South Dakota
2015,6.3381, TN,Tennessee
2015,4.8014, TX,Texas
2015,1.906, UT,Utah
2015,1.5972, VT,Vermont
2015,4.6608, VA,Virginia
2015,3.0446, WA,Washington
2015,4.6169, WV,West Virginia
2015,4.161, WI,Wisconsin
2015,2.7278, WY,Wyoming
2016,8.3735, AL,Alabama
2016,7.0126, AK,Alaska
2016,5.6306, AZ,Arizona
2016,7.2618, AR,Arkansas
2016,4.9114, AR,Arkansas
2016,3.4177, CO,Colorado
2016,2.202, CT,Connecticut
2016,6.088, DE,Delaware
2016,19.8733, DC,Washington
2016,5.3784, FL,Florida
2016,6.6126, GA,Georgia
2016,2.4498, HI,Hawaii
2016,2.9166, ID,Idaho
2016,8.266, IL,Illinois
2016,6.4968, IN,Indiana
2016,2.3316, IA,Iowa
2016,4.5396, KS,Kansas
2016,5.9737, KY,Kentucky
2016,11.8434, LA,Louisiana
2016,1.5035, ME,Maine
2016,8.8966, MD,Maryland
2016,1.9784, MA,Massachusetts
2016,6.161, MI,Michigan
2016,1.828, MN,Minnesota
2016,7.9386, MS,Mississippi
2016,8.8324, MO,Missouri
2016,3.5623, MT,Montana
2016,2.5687, NE,Nebraska
2016,7.7571, NV,Nevada
2016,1.4232, NH,New Hampshire
2016,4.2101, NJ,New Jersey
2016,6.6653, NM,New Mexico
2016,3.171, NY,New York
2016,6.6754, NC,North Carolina
2016,2.1177, ND,North Dakota
2016,5.8765, OH,Ohio
2016,6.2991, OK,Oklahoma
2016,2.839, OR,Oregon
2016,5.2709, PA,Pennsylvania
2016,7.218, SC,South Carolina
2016,3.25, SD,South Dakota
2016,7.4443, TN,Tennessee
2016,5.2966, TX,Texas
2016,2.4308, UT,Utah
2016,2.2459, VT,Vermont
2016,5.7283, VA,Virginia
2016,2.6782, WA,Washington
2016,4.6483, WV,West Virginia
2016,4.0188, WI,Wisconsin
2016,3.4193, WY,Wyoming
2017,8.5947, AL,Alabama
2017,8.3808, AK,Alaska
2017,5.9868, AZ,Arizona
2017,8.2917, AR,Arkansas
2017,4.6447, AR,Arkansas
2017,3.9531, CO,Colorado
2017,2.938, CT,Connecticut
2017,5.3287, DE,Delaware
2017,16.6741, DC,Washington
2017,5.0389, FL,Florida
2017,6.5399, GA,Georgia
2017,2.7384, HI,Hawaii
2017,2.4434, ID,Idaho
2017,7.688, IL,Illinois
2017,6.2011, IN,Indiana
2017,3.1174, IA,Iowa
2017,4.6037, KS,Kansas
2017,5.9499, KY,Kentucky
2017,12.3319, LA,Louisiana
2017,1.7228, ME,Maine
2017,9.2616, MD,Maryland
2017,2.5061, MA,Massachusetts
2017,5.7034, MI,Michigan
2017,2.0474, MN,Minnesota
2017,6.3552, MS,Mississippi
2017,9.8058, MO,Missouri
2017,3.8933, MT,Montana
2017,2.1903, NE,Nebraska
2017,8.949, NV,Nevada
2017,0.9631, NH,New Hampshire
2017,3.6451, NJ,New Jersey
2017,6.8788, NM,New Mexico
2017,2.8075, NY,New York
2017,6.056, NC,North Carolina
2017,1.3242, ND,North Dakota
2017,6.3528, OH,Ohio
2017,6.1791, OK,Oklahoma
2017,2.5322, OR,Oregon
2017,5.8012, PA,Pennsylvania
2017,7.5679, SC,South Carolina
2017,3.0918, SD,South Dakota
2017,8.0193, TN,Tennessee
2017,4.9607, TX,Texas
2017,2.3847, UT,Utah
2017,2.7221, VT,Vermont
2017,5.5521, VA,Virginia
2017,3.0436, WA,Washington
2017,5.3934, WV,West Virginia
2017,3.3149, WI,Wisconsin
2017,2.4182, WY,Wyoming
2018,7.8357, AL,Alabama
2018,6.3734, AK,Alaska
2018,5.1453, AZ,Arizona
2018,7.167, AR,Arkansas
2018,4.3962, AR,Arkansas
2018,3.6871, CO,Colorado
2018,2.3232, CT,Connecticut
2018,4.9629, DE,Delaware
2018,22.7773, DC,Washington
2018,5.1973, FL,Florida
2018,6.103, GA,Georgia
2018,2.5343, HI,Hawaii
2018,1.9952, ID,Idaho
2018,6.9382, IL,Illinois
2018,6.5452, IN,Indiana
2018,1.7109, IA,Iowa
2018,3.8812, KS,Kansas
2018,5.4606, KY,Kentucky
2018,11.3734, LA,Louisiana
2018,1.7932, ME,Maine
2018,8.1089, MD,Maryland
2018,1.9704, MA,Massachusetts
2018,5.5123, MI,Michigan
2018,1.8891, MN,Minnesota
2018,5.7257, MS,Mississippi
2018,9.9079, MO,Missouri
2018,3.2006, MT,Montana
2018,2.2807, NE,Nebraska
2018,6.657, NV,Nevada
2018,1.5481, NH,New Hampshire
2018,3.2104, NJ,New Jersey
2018,7.9697, NM,New Mexico
2018,2.8758, NY,New York
2018,6.048, NC,North Carolina
2018,2.3682, ND,North Dakota
2018,4.8249, OH,Ohio
2018,5.2243, OK,Oklahoma
2018,1.9567, OR,Oregon
2018,6.1216, PA,Pennsylvania
2018,7.7103, SC,South Carolina
2018,1.3602, SD,South Dakota
2018,7.356, TN,Tennessee
2018,4.606, TX,Texas
2018,1.8981, UT,Utah
2018,1.5967, VT,Vermont
2018,4.5904, VA,Virginia
2018,3.1318, WA,Washington
2018,3.7102, WV,West Virginia
2018,3.0274, WI,Wisconsin
2018,2.2502, WY,Wyoming
