Year,Crime_Rate,State,State
1996,8.7251, AR,Arkansas
1996,9.1474, AR,Arkansas
1996,4.7083, CO,Colorado
1996,4.8259, CT,Connecticut
1996,4.2759, DE,Delaware
1996,73.1123, DC,Washington
1996,7.4792, FL,Florida
1996,8.5679, GA,Georgia
1996,3.3784, HI,Hawaii
1996,3.6165, ID,Idaho
1996,9.9519, IL,Illinois
1996,7.1905, IN,Indiana
1996,1.8583, IA,Iowa
1996,6.6096, KS,Kansas
1996,5.8702, KY,Kentucky
1996,17.5132, LA,Louisiana
1996,2.0113, ME,Maine
1996,11.5931, MD,Maryland
1996,2.5772, MA,Massachusetts
1996,7.5255, MI,Michigan
1996,3.5852, MN,Minnesota
1996,11.0825, MS,Mississippi
1996,8.0799, MO,Missouri
1996,3.868, MT,Montana
1996,2.9056, NE,Nebraska
1996,13.7243, NV,Nevada
1996,1.7212, NH,New Hampshire
1996,4.2313, NJ,New Jersey
1996,11.5003, NM,New Mexico
1996,7.4402, NY,New York
1996,8.4528, NC,North Carolina
1996,2.1739, ND,North Dakota
1996,4.8152, OH,Ohio
1996,6.7555, OK,Oklahoma
1996,4.0262, OR,Oregon
1996,5.6901, PA,Pennsylvania
1996,8.9754, SC,South Carolina
1996,1.2295, SD,South Dakota
1996,9.4549, TN,Tennessee
1996,7.7217, TX,Texas
1996,3.15, UT,Utah
1996,1.8676, VT,Vermont
1996,7.4906, VA,Virginia
1996,4.6087, WA,Washington
1996,3.7788, WV,West Virginia
1996,3.9535, WI,Wisconsin
1996,3.3264, WY,Wyoming
1997,9.8634, AL,Alabama
1997,8.867, AK,Alaska
1997,8.2327, AZ,Arizona
1997,9.9088, AR,Arkansas
1997,7.9924, AR,Arkansas
1997,4.0329, CO,Colorado
1997,3.792, CT,Connecticut
1997,3.0055, DE,Delaware
1997,56.8998, DC,Washington
1997,6.906, FL,Florida
1997,7.5207, GA,Georgia
1997,3.9596, HI,Hawaii
1997,3.2231, ID,Idaho
1997,9.2132, IL,Illinois
1997,7.3329, IN,Indiana
1997,1.8233, IA,Iowa
1997,5.7803, KS,Kansas
1997,5.8342, KY,Kentucky
1997,15.671, LA,Louisiana
1997,2.0129, ME,Maine
1997,9.8547, MD,Maryland
1997,1.9451, MA,Massachusetts
1997,7.7655, MI,Michigan
1997,2.7529, MN,Minnesota
1997,13.1088, MS,Mississippi
1997,7.886, MO,Missouri
1997,4.7782, MT,Montana
1997,3.0175, NE,Nebraska
1997,11.1509, NV,Nevada
1997,1.364, NH,New Hampshire
1997,4.1848, NJ,New Jersey
1997,7.7457, NM,New Mexico
1997,6.0264, NY,New York
1997,8.2694, NC,North Carolina
1997,0.936, ND,North Dakota
1997,4.6755, OH,Ohio
1997,6.9038, OK,Oklahoma
1997,2.9294, OR,Oregon
1997,5.8652, PA,Pennsylvania
1997,8.3511, SC,South Carolina
1997,1.355, SD,South Dakota
1997,9.5194, TN,Tennessee
1997,6.8265, TX,Texas
1997,2.4284, UT,Utah
1997,1.528, VT,Vermont
1997,7.2468, VA,Virginia
1997,4.3494, WA,Washington
1997,4.13, WV,West Virginia
1997,3.9652, WI,Wisconsin
1997,3.5417, WY,Wyoming
1998,8.1342, AL,Alabama
1998,6.6775, AK,Alaska
1998,8.0531, AZ,Arizona
1998,7.9196, AR,Arkansas
1998,6.6459, AR,Arkansas
1998,4.6084, CO,Colorado
1998,4.1234, CT,Connecticut
1998,2.8226, DE,Delaware
1998,49.7132, DC,Washington
1998,6.483, FL,Florida
1998,8.0869, GA,Georgia
1998,2.0117, HI,Hawaii
1998,2.9292, ID,Idaho
1998,8.3686, IL,Illinois
1998,7.6962, IN,Indiana
1998,1.8868, IA,Iowa
1998,6.5804, KS,Kansas
1998,6.0213, KY,Kentucky
1998,12.8176, LA,Louisiana
1998,2.09, ME,Maine
1998,9.9903, MD,Maryland
1998,2.0172, MA,Massachusetts
1998,7.3444, MI,Michigan
1998,2.5608, MN,Minnesota
1998,11.4462, MS,Mississippi
1998,7.3359, MO,Missouri
1998,2.0455, MT,Montana
1998,3.0667, NE,Nebraska
1998,9.731, NV,Nevada
1998,1.519, NH,New Hampshire
1998,4.0049, NJ,New Jersey
1998,10.9384, NM,New Mexico
1998,5.0839, NY,New York
1998,8.1103, NC,North Carolina
1998,1.0972, ND,North Dakota
1998,3.9522, OH,Ohio
1998,6.095, OK,Oklahoma
1998,3.8391, OR,Oregon
1998,5.2746, PA,Pennsylvania
1998,7.9771, SC,South Carolina
1998,1.355, SD,South Dakota
1998,8.4699, TN,Tennessee
1998,6.8117, TX,Texas
1998,3.0952, UT,Utah
1998,2.1997, VT,Vermont
1998,6.2141, VA,Virginia
1998,3.9374, WA,Washington
1998,4.307, WV,West Virginia
1998,3.6371, WI,Wisconsin
1998,4.7817, WY,Wyoming
1999,7.895, AL,Alabama
1999,8.3939, AK,Alaska
1999,8.0363, AZ,Arizona
1999,5.6048, AR,Arkansas
1999,6.0492, AR,Arkansas
1999,4.561, CO,Colorado
1999,3.2602, CT,Connecticut
1999,3.185, DE,Delaware
1999,46.4355, DC,Washington
1999,5.6845, FL,Florida
1999,7.4856, GA,Georgia
1999,3.7115, HI,Hawaii
1999,1.9973, ID,Idaho
1999,7.7422, IL,Illinois
1999,6.5793, IN,Indiana
1999,1.4986, IA,Iowa
1999,6.0285, KS,Kansas
1999,5.1252, KY,Kentucky
1999,10.7044, LA,Louisiana
1999,1.9951, ME,Maine
1999,8.9914, MD,Maryland
1999,1.9757, MA,Massachusetts
1999,7.046, MI,Michigan
1999,2.806, MN,Minnesota
1999,7.6934, MS,Mississippi
1999,6.5651, MO,Missouri
1999,2.4921, MT,Montana
1999,3.6014, NE,Nebraska
1999,9.1198, NV,Nevada
1999,1.4986, NH,New Hampshire
1999,3.5243, NJ,New Jersey
1999,9.771, NM,New Mexico
1999,4.9625, NY,New York
1999,7.2149, NC,North Carolina
1999,1.5781, ND,North Dakota
1999,3.5268, OH,Ohio
1999,6.879, OK,Oklahoma
1999,2.6537, OR,Oregon
1999,4.9358, PA,Pennsylvania
1999,6.6397, SC,South Carolina
1999,2.4552, SD,South Dakota
1999,7.1304, TN,Tennessee
1999,6.0716, TX,Texas
1999,2.0659, UT,Utah
1999,2.8632, VT,Vermont
1999,5.7036, VA,Virginia
1999,2.9706, WA,Washington
1999,4.3721, WV,West Virginia
1999,3.4092, WI,Wisconsin
1999,2.2936, WY,Wyoming
2000,7.3981, AL,Alabama
2000,4.3067, AK,Alaska
2000,6.9972, AZ,Arizona
2000,6.2841, AR,Arkansas
2000,6.1379, AR,Arkansas
2000,3.1154, CO,Colorado
2000,2.8776, CT,Connecticut
2000,3.1904, DE,Delaware
2000,41.7789, DC,Washington
2000,5.65, FL,Florida
2000,7.9522, GA,Georgia
2000,2.8889, HI,Hawaii
2000,1.2365, ID,Idaho
2000,7.2307, IL,Illinois
2000,5.789, IN,Indiana
2000,1.5719, IA,Iowa
2000,6.2862, KS,Kansas
2000,4.7751, KY,Kentucky
2000,12.5308, LA,Louisiana
2000,1.1765, ME,Maine
2000,8.1186, MD,Maryland
2000,1.9688, MA,Massachusetts
2000,6.7314, MI,Michigan
2000,3.0694, MN,Minnesota
2000,8.9642, MS,Mississippi
2000,6.2017, MO,Missouri
2000,2.2168, MT,Montana
2000,3.6815, NE,Nebraska
2000,6.4556, NV,Nevada
2000,1.7802, NH,New Hampshire
2000,3.4346, NJ,New Jersey
2000,7.4215, NM,New Mexico
2000,5.0167, NY,New York
2000,6.9571, NC,North Carolina
2000,0.6229, ND,North Dakota
2000,3.6818, OH,Ohio
2000,5.2744, OK,Oklahoma
2000,2.0459, OR,Oregon
2000,4.9019, PA,Pennsylvania
2000,7.2532, SC,South Carolina
2000,0.9273, SD,South Dakota
2000,7.2065, TN,Tennessee
2000,5.9371, TX,Texas
2000,1.9255, UT,Utah
2000,1.4783, VT,Vermont
2000,5.665, VA,Virginia
2000,3.3253, WA,Washington
2000,2.5438, WV,West Virginia
2000,3.1508, WI,Wisconsin
2000,2.4302, WY,Wyoming
2001,8.4808, AL,Alabama
2001,6.155, AK,Alaska
2001,7.5373, AZ,Arizona
2001,5.4923, AR,Arkansas
2001,6.3756, AR,Arkansas
2001,3.5658, CO,Colorado
2001,3.0571, CT,Connecticut
2001,2.8873, DE,Delaware
2001,40.2564, DC,Washington
2001,5.3379, FL,Florida
2001,7.1142, GA,Georgia
2001,2.6079, HI,Hawaii
2001,2.2717, ID,Idaho
2001,7.8433, IL,Illinois
2001,6.7409, IN,Indiana
2001,1.7053, IA,Iowa
2001,3.4047, KS,Kansas
2001,4.4485, KY,Kentucky
2001,11.2071, LA,Louisiana
2001,1.4792, ME,Maine
2001,8.2806, MD,Maryland
2001,2.234, MA,Massachusetts
2001,6.7158, MI,Michigan
2001,2.3874, MN,Minnesota
2001,9.8611, MS,Mississippi
2001,6.5989, MO,Missouri
2001,3.7553, MT,Montana
2001,2.4999, NE,Nebraska
2001,8.5807, NV,Nevada
2001,1.3499, NH,New Hampshire
2001,3.9478, NJ,New Jersey
2001,5.4071, NM,New Mexico
2001,5.0303, NY,New York
2001,6.154, NC,North Carolina
2001,1.0997, ND,North Dakota
2001,3.9685, OH,Ohio
2001,5.3321, OK,Oklahoma
2001,2.4184, OR,Oregon
2001,5.2913, PA,Pennsylvania
2001,8.1238, SC,South Carolina
2001,0.9231, SD,South Dakota
2001,7.3573, TN,Tennessee
2001,6.2328, TX,Texas
2001,2.9403, UT,Utah
2001,1.142, VT,Vermont
2001,5.0578, VA,Virginia
2001,2.9866, WA,Washington
2001,2.221, WV,West Virginia
2001,3.5516, WI,Wisconsin
2001,1.8228, WY,Wyoming
2002,6.7651, AL,Alabama
2002,5.1443, AK,Alaska
2002,7.1125, AZ,Arizona
2002,5.2471, AR,Arkansas
2002,6.8425, AR,Arkansas
2002,3.9768, CO,Colorado
2002,2.4287, CT,Connecticut
2002,3.226, DE,Delaware
2002,46.3844, DC,Washington
2002,5.4578, FL,Florida
2002,7.0927, GA,Georgia
2002,1.9344, HI,Hawaii
2002,2.6803, ID,Idaho
2002,7.6352, IL,Illinois
2002,5.8796, IN,Indiana
2002,1.4987, IA,Iowa
2002,2.8764, KS,Kansas
2002,4.6701, KY,Kentucky
2002,13.2479, LA,Louisiana
2002,1.0812, ME,Maine
2002,9.4119, MD,Maryland
2002,2.6939, MA,Massachusetts
2002,6.7508, MI,Michigan
2002,2.2289, MN,Minnesota
2002,9.2091, MS,Mississippi
2002,5.8382, MO,Missouri
2002,1.7575, MT,Montana
2002,2.7785, NE,Nebraska
2002,8.3508, NV,Nevada
2002,0.9416, NH,New Hampshire
2002,3.9532, NJ,New Jersey
2002,8.2071, NM,New Mexico
2002,4.7506, NY,New York
2002,6.5978, NC,North Carolina
2002,0.7888, ND,North Dakota
2002,4.6105, OH,Ohio
2002,4.6709, OK,Oklahoma
2002,2.0452, OR,Oregon
2002,5.0613, PA,Pennsylvania
2002,7.2616, SC,South Carolina
2002,1.4465, SD,South Dakota
2002,7.2541, TN,Tennessee
2002,5.9898, TX,Texas
2002,2.0269, UT,Utah
2002,2.109, VT,Vermont
2002,5.3239, VA,Virginia
2002,3.0328, WA,Washington
2002,3.1581, WV,West Virginia
2002,2.831, WI,Wisconsin
2002,3.007, WY,Wyoming
2003,6.6389, AL,Alabama
2003,6.0159, AK,Alaska
2003,7.9043, AZ,Arizona
2003,6.5988, AR,Arkansas
2003,6.7874, AR,Arkansas
2003,4.0681, CO,Colorado
2003,3.212, CT,Connecticut
2003,2.5667, DE,Delaware
2003,44.6541, DC,Washington
2003,5.4356, FL,Florida
2003,7.5722, GA,Georgia
2003,1.7618, HI,Hawaii
2003,1.9019, ID,Idaho
2003,7.0756, IL,Illinois
2003,5.452, IN,Indiana
2003,1.6995, IA,Iowa
2003,4.5875, KS,Kansas
2003,4.3951, KY,Kentucky
2003,12.9961, LA,Louisiana
2003,1.2221, ME,Maine
2003,9.5241, MD,Maryland
2003,2.1806, MA,Massachusetts
2003,6.07, MI,Michigan
2003,2.5078, MN,Minnesota
2003,9.2625, MS,Mississippi
2003,5.0532, MO,Missouri
2003,3.2674, MT,Montana
2003,3.2231, NE,Nebraska
2003,8.786, NV,Nevada
2003,1.3192, NH,New Hampshire
2003,4.6978, NJ,New Jersey
2003,6.1749, NM,New Mexico
2003,4.8614, NY,New York
2003,6.0087, NC,North Carolina
2003,1.4209, ND,North Dakota
2003,4.5988, OH,Ohio
2003,5.8749, OK,Oklahoma
2003,1.9078, OR,Oregon
2003,5.2301, PA,Pennsylvania
2003,7.3034, SC,South Carolina
2003,1.3074, SD,South Dakota
2003,6.7748, TN,Tennessee
2003,6.4334, TX,Texas
2003,2.5509, UT,Utah
2003,2.4219, VT,Vermont
2003,5.6481, VA,Virginia
2003,2.9684, WA,Washington
2003,4.0299, WV,West Virginia
2003,3.3429, WI,Wisconsin
2003,2.7882, WY,Wyoming
2004,5.6128, AL,Alabama
2004,5.6252, AK,Alaska
2004,7.2127, AZ,Arizona
2004,6.4, AR,Arkansas
2004,6.6737, AR,Arkansas
2004,4.3678, CO,Colorado
2004,2.858, CT,Connecticut
2004,3.3732, DE,Delaware
2004,35.7247, DC,Washington
2004,5.4413, FL,Florida
2004,6.8736, GA,Georgia
2004,2.6146, HI,Hawaii
2004,2.222, ID,Idaho
2004,6.1359, IL,Illinois
2004,5.0751, IN,Indiana
2004,1.4901, IA,Iowa
2004,4.4628, KS,Kansas
2004,5.698, KY,Kentucky
2004,12.7366, LA,Louisiana
2004,1.3688, ME,Maine
2004,9.3683, MD,Maryland
2004,2.6688, MA,Massachusetts
2004,6.3637, MI,Michigan
2004,2.2172, MN,Minnesota
2004,7.8255, MS,Mississippi
2004,6.1463, MO,Missouri
2004,3.2365, MT,Montana
2004,2.2887, NE,Nebraska
2004,7.3728, NV,Nevada
2004,1.3085, NH,New Hampshire
2004,4.5134, NJ,New Jersey
2004,8.8807, NM,New Mexico
2004,4.6108, NY,New York
2004,6.2292, NC,North Carolina
2004,1.2573, ND,North Dakota
2004,4.4192, OH,Ohio
2004,5.2788, OK,Oklahoma
2004,2.506, OR,Oregon
2004,5.2443, PA,Pennsylvania
2004,6.8129, SC,South Carolina
2004,2.206, SD,South Dakota
2004,6.0577, TN,Tennessee
2004,6.0699, TX,Texas
2004,1.9003, UT,Utah
2004,2.5755, VT,Vermont
2004,5.213, VA,Virginia
2004,3.061, WA,Washington
2004,3.7516, WV,West Virginia
2004,2.7982, WI,Wisconsin
2004,2.1744, WY,Wyoming
2005,8.2228, AL,Alabama
2005,4.8247, AK,Alaska
2005,7.4752, AZ,Arizona
2005,6.8091, AR,Arkansas
2005,6.9231, AR,Arkansas
2005,3.7098, CO,Colorado
2005,2.9994, CT,Connecticut
2005,4.3957, DE,Delaware
2005,33.5023, DC,Washington
2005,4.9696, FL,Florida
2005,6.1757, GA,Georgia
2005,1.8849, HI,Hawaii
2005,2.4486, ID,Idaho
2005,6.0319, IL,Illinois
2005,5.6814, IN,Indiana
2005,1.3488, IA,Iowa
2005,3.6752, KS,Kansas
2005,4.5535, KY,Kentucky
2005,9.9837, LA,Louisiana
2005,1.4413, ME,Maine
2005,9.8755, MD,Maryland
2005,2.7668, MA,Massachusetts
2005,6.2272, MI,Michigan
2005,2.2431, MN,Minnesota
2005,7.3578, MS,Mississippi
2005,6.9338, MO,Missouri
2005,1.9257, MT,Montana
2005,2.5026, NE,Nebraska
2005,8.5396, NV,Nevada
2005,1.4539, NH,New Hampshire
2005,4.7914, NJ,New Jersey
2005,7.4767, NM,New Mexico
2005,4.5248, NY,New York
2005,6.7455, NC,North Carolina
2005,1.8909, ND,North Dakota
2005,5.1435, OH,Ohio
2005,5.2774, OK,Oklahoma
2005,2.1985, OR,Oregon
2005,6.0941, PA,Pennsylvania
2005,7.3936, SC,South Carolina
2005,2.3229, SD,South Dakota
2005,7.2367, TN,Tennessee
2005,6.1365, TX,Texas
2005,2.2487, UT,Utah
2005,1.2854, VT,Vermont
2005,6.0547, VA,Virginia
2005,3.2582, WA,Washington
2005,4.5202, WV,West Virginia
2005,3.7267, WI,Wisconsin
2005,2.7516, WY,Wyoming
2006,8.3061, AL,Alabama
2006,5.3727, AK,Alaska
2006,8.6437, AZ,Arizona
2006,7.2931, AR,Arkansas
2006,6.8189, AR,Arkansas
2006,3.5974, CO,Colorado
2006,3.9089, CT,Connecticut
2006,4.9211, DE,Delaware
2006,29.0613, DC,Washington
2006,6.2411, FL,Florida
2006,6.461, GA,Georgia
2006,1.6336, HI,Hawaii
2006,2.3867, ID,Idaho
2006,6.0786, IL,Illinois
2006,5.7179, IN,Indiana
2006,1.8443, IA,Iowa
2006,4.5223, KS,Kansas
2006,4.1131, KY,Kentucky
2006,12.9438, LA,Louisiana
2006,1.7403, ME,Maine
2006,9.7227, MD,Maryland
2006,2.9205, MA,Massachusetts
2006,7.1417, MI,Michigan
2006,2.4385, MN,Minnesota
2006,7.9367, MS,Mississippi
2006,6.3156, MO,Missouri
2006,3.4934, MT,Montana
2006,2.8841, NE,Nebraska
2006,9.0562, NV,Nevada
2006,0.9887, NH,New Hampshire
2006,4.8942, NJ,New Jersey
2006,6.8556, NM,New Mexico
2006,4.7757, NY,New York
2006,6.0859, NC,North Carolina
2006,2.2017, ND,North Dakota
2006,4.8789, OH,Ohio
2006,5.8672, OK,Oklahoma
2006,2.3779, OR,Oregon
2006,5.9563, PA,Pennsylvania
2006,8.3772, SC,South Carolina
2006,3.8367, SD,South Dakota
2006,6.9385, TN,Tennessee
2006,5.8959, TX,Texas
2006,2, UT,Utah
2006,2.2439, VT,Vermont
2006,5.2729, VA,Virginia
2006,3.0801, WA,Washington
2006,4.3993, WV,West Virginia
2006,2.9695, WI,Wisconsin
2006,2.5243, WY,Wyoming
2007,8.9026, AL,Alabama
2007,6.2914, AK,Alaska
2007,8.6452, AZ,Arizona
2007,6.9846, AR,Arkansas
2007,6.1882, AR,Arkansas
2007,3.1883, CO,Colorado
2007,3.2264, CT,Connecticut
2007,4.5099, DE,Delaware
2007,30.767, DC,Washington
2007,6.5859, FL,Florida
2007,7.5434, GA,Georgia
2007,1.8701, HI,Hawaii
2007,3.268, ID,Idaho
2007,5.851, IL,Illinois
2007,5.5159, IN,Indiana
2007,1.3052, IA,Iowa
2007,3.8184, KS,Kansas
2007,4.8568, KY,Kentucky
2007,14.5579, LA,Louisiana
2007,1.5184, ME,Maine
2007,9.8606, MD,Maryland
2007,2.8993, MA,Massachusetts
2007,6.5629, MI,Michigan
2007,2.2318, MN,Minnesota
2007,6.9207, MS,Mississippi
2007,6.2432, MO,Missouri
2007,2.8188, MT,Montana
2007,4.001, NE,Nebraska
2007,7.5232, NV,Nevada
2007,0.912, NH,New Hampshire
2007,4.3864, NJ,New Jersey
2007,9.2897, NM,New Mexico
2007,4.1715, NY,New York
2007,6.4452, NC,North Carolina
2007,2.6574, ND,North Dakota
2007,4.6133, OH,Ohio
2007,6.1924, OK,Oklahoma
2007,2.028, OR,Oregon
2007,5.8314, PA,Pennsylvania
2007,8.2583, SC,South Carolina
2007,3.8934, SD,South Dakota
2007,6.5782, TN,Tennessee
2007,5.9362, TX,Texas
2007,2.2303, UT,Utah
2007,2.0925, VT,Vermont
2007,5.3812, VA,Virginia
2007,2.69, WA,Washington
2007,3.5871, WV,West Virginia
2007,3.3026, WI,Wisconsin
2007,4.0166, WY,Wyoming
2008,7.5291, AL,Alabama
2008,3.9342, AK,Alaska
2008,7.1075, AZ,Arizona
2008,5.7785, AR,Arkansas
2008,5.8275, AR,Arkansas
2008,3.3404, CO,Colorado
2008,3.7701, CT,Connecticut
2008,6.5285, DE,Delaware
2008,31.4278, DC,Washington
2008,6.3726, FL,Florida
2008,6.6076, GA,Georgia
2008,2.0183, HI,Hawaii
2008,1.5094, ID,Idaho
2008,6.1233, IL,Illinois
2008,5.0496, IN,Indiana
2008,2.5645, IA,Iowa
2008,4.0326, KS,Kansas
2008,4.7081, KY,Kentucky
2008,12.3334, LA,Louisiana
2008,2.3548, ME,Maine
2008,8.7511, MD,Maryland
2008,2.5546, MA,Massachusetts
2008,5.5381, MI,Michigan
2008,2.1071, MN,Minnesota
2008,8.031, MS,Mississippi
2008,7.7136, MO,Missouri
2008,4.1346, MT,Montana
2008,3.8689, NE,Nebraska
2008,6.3457, NV,Nevada
2008,1.064, NH,New Hampshire
2008,4.3305, NJ,New Jersey
2008,8.1135, NM,New Mexico
2008,4.2893, NY,New York
2008,6.495, NC,North Carolina
2008,1.7148, ND,North Dakota
2008,4.7624, OH,Ohio
2008,5.9028, OK,Oklahoma
2008,2.2955, OR,Oregon
2008,5.6634, PA,Pennsylvania
2008,6.853, SC,South Carolina
2008,4.6009, SD,South Dakota
2008,6.6292, TN,Tennessee
2008,5.6316, TX,Texas
2008,1.4983, UT,Utah
2008,2.7363, VT,Vermont
2008,4.7625, VA,Virginia
2008,2.9469, WA,Washington
2008,3.6925, WV,West Virginia
2008,2.5942, WI,Wisconsin
2008,2.2528, WY,Wyoming
2009,6.8384, AL,Alabama
2009,3.1497, AK,Alaska
2009,5.7613, AZ,Arizona
2009,6.195, AR,Arkansas
2009,5.3353, AR,Arkansas
2009,3.1643, CO,Colorado
2009,3.0128, CT,Connecticut
2009,4.6321, DE,Delaware
2009,24.1805, DC,Washington
2009,5.486, FL,Florida
2009,5.7583, GA,Georgia
2009,1.7758, HI,Hawaii
2009,1.5526, ID,Idaho
2009,5.9874, IL,Illinois
2009,4.8575, IN,Indiana
2009,1.2634, IA,Iowa
2009,4.4346, KS,Kansas
2009,4.2651, KY,Kentucky
2009,11.7763, LA,Louisiana
2009,1.9722, ME,Maine
2009,7.72, MD,Maryland
2009,2.6238, MA,Massachusetts
2009,6.2489, MI,Michigan
2009,1.4052, MN,Minnesota
2009,6.5718, MS,Mississippi
2009,6.4634, MO,Missouri
2009,3.2821, MT,Montana
2009,2.2821, NE,Nebraska
2009,5.9022, NV,Nevada
2009,0.8305, NH,New Hampshire
2009,3.6634, NJ,New Jersey
2009,9.8524, NM,New Mexico
2009,3.9966, NY,New York
2009,5.2127, NC,North Carolina
2009,1.8552, ND,North Dakota
2009,4.5657, OH,Ohio
2009,6.3465, OK,Oklahoma
2009,2.3003, OR,Oregon
2009,5.2678, PA,Pennsylvania
2009,6.6868, SC,South Carolina
2009,3.6928, SD,South Dakota
2009,7.433, TN,Tennessee
2009,5.3667, TX,Texas
2009,1.4006, UT,Utah
2009,1.2867, VT,Vermont
2009,4.6939, VA,Virginia
2009,2.8511, WA,Washington
2009,4.616, WV,West Virginia
2009,2.5819, WI,Wisconsin
2009,2.0211, WY,Wyoming
2010,5.7466, AL,Alabama
2010,4.3408, AK,Alaska
2010,6.3619, AZ,Arizona
2010,4.5865, AR,Arkansas
2010,4.8449, AR,Arkansas
2010,2.5556, CO,Colorado
2010,3.7198, CT,Connecticut
2010,5.668, DE,Delaware
2010,21.8214, DC,Washington
2010,5.2392, FL,Florida
2010,5.7145, GA,Georgia
2010,1.8337, HI,Hawaii
2010,1.4003, ID,Idaho
2010,5.482, IL,Illinois
2010,4.129, IN,Indiana
2010,1.2458, IA,Iowa
2010,3.3926, KS,Kansas
2010,4.3246, KY,Kentucky
2010,11.0003, LA,Louisiana
2010,1.8081, ME,Maine
2010,7.363, MD,Maryland
2010,3.2645, MA,Massachusetts
2010,5.8721, MI,Michigan
2010,1.8077, MN,Minnesota
2010,6.8685, MS,Mississippi
2010,7.005, MO,Missouri
2010,2.5228, MT,Montana
2010,2.9506, NE,Nebraska
2010,5.8426, NV,Nevada
2010,0.9872, NH,New Hampshire
2010,4.2161, NJ,New Jersey
2010,6.7767, NM,New Mexico
2010,4.4753, NY,New York
2010,4.958, NC,North Carolina
2010,1.4823, ND,North Dakota
2010,4.1515, OH,Ohio
2010,5.1859, OK,Oklahoma
2010,2.5011, OR,Oregon
2010,5.1346, PA,Pennsylvania
2010,5.7148, SC,South Carolina
2010,2.8166, SD,South Dakota
2010,5.6469, TN,Tennessee
2010,4.9459, TX,Texas
2010,1.9096, UT,Utah
2010,1.1184, VT,Vermont
2010,4.686, VA,Virginia
2010,2.2839, WA,Washington
2010,3.1278, WV,West Virginia
2010,2.7233, WI,Wisconsin
2010,1.417, WY,Wyoming
2011,6.2244, AL,Alabama
2011,4.1444, AK,Alaska
2011,6.1386, AZ,Arizona
2011,5.4448, AR,Arkansas
2011,4.7553, AR,Arkansas
2011,3.0295, CO,Colorado
2011,3.5966, CT,Connecticut
2011,5.2855, DE,Delaware
2011,17.4469, DC,Washington
2011,5.1566, FL,Florida
2011,5.5949, GA,Georgia
2011,1.4512, HI,Hawaii
2011,2.21, ID,Idaho
2011,6.0732, IL,Illinois
2011,4.6959, IN,Indiana
2011,1.436, IA,Iowa
2011,3.8671, KS,Kansas
2011,3.4579, KY,Kentucky
2011,11.0607, LA,Louisiana
2011,1.957, ME,Maine
2011,6.8327, MD,Maryland
2011,2.7849, MA,Massachusetts
2011,6.247, MI,Michigan
2011,1.4026, MN,Minnesota
2011,7.7919, MS,Mississippi
2011,6.0909, MO,Missouri
2011,2.9068, MT,Montana
2011,3.6912, NE,Nebraska
2011,5.1102, NV,Nevada
2011,1.2141, NH,New Hampshire
2011,4.3012, NJ,New Jersey
2011,7.601, NM,New Mexico
2011,3.9433, NY,New York
2011,5.16, NC,North Carolina
2011,3.505, ND,North Dakota
2011,4.3324, OH,Ohio
2011,5.6023, OK,Oklahoma
2011,2.1715, OR,Oregon
2011,5.0141, PA,Pennsylvania
2011,6.8473, SC,South Carolina
2011,2.4284, SD,South Dakota
2011,5.9377, TN,Tennessee
2011,4.4086, TX,Texas
2011,1.7766, UT,Utah
2011,1.7555, VT,Vermont
2011,3.7511, VA,Virginia
2011,2.3889, WA,Washington
2011,4.6903, WV,West Virginia
2011,2.4169, WI,Wisconsin
2011,3.1726, WY,Wyoming
2012,7.0991, AL,Alabama
2012,4.1079, AK,Alaska
2012,5.4647, AZ,Arizona
2012,5.8986, AR,Arkansas
2012,4.9579, AR,Arkansas
2012,2.929, CO,Colorado
2012,3.2575, CT,Connecticut
2012,6.1065, DE,Delaware
2012,13.8927, DC,Washington
2012,5.2224, FL,Florida
2012,5.8796, GA,Georgia
2012,1.5107, HI,Hawaii
2012,1.8802, ID,Idaho
2012,5.9837, IL,Illinois
2012,4.6958, IN,Indiana
2012,1.5935, IA,Iowa
2012,2.9459, KS,Kansas
2012,4.5893, KY,Kentucky
2012,10.6255, LA,Louisiana
2012,1.9571, ME,Maine
2012,6.3383, MD,Maryland
2012,1.8208, MA,Massachusetts
2012,7.0933, MI,Michigan
2012,1.8403, MN,Minnesota
2012,7.1322, MS,Mississippi
2012,6.4735, MO,Missouri
2012,2.8842, MT,Montana
2012,2.8027, NE,Nebraska
2012,4.502, NV,Nevada
2012,1.135, NH,New Hampshire
2012,4.3754, NJ,New Jersey
2012,5.5674, NM,New Mexico
2012,3.4889, NY,New York
2012,4.9136, NC,North Carolina
2012,3.5646, ND,North Dakota
2012,4.1374, OH,Ohio
2012,5.7655, OK,Oklahoma
2012,2.3335, OR,Oregon
2012,5.5388, PA,Pennsylvania
2012,7.0288, SC,South Carolina
2012,2.7576, SD,South Dakota
2012,6.1968, TN,Tennessee
2012,4.4051, TX,Texas
2012,1.8214, UT,Utah
2012,1.2781, VT,Vermont
2012,3.9332, VA,Virginia
2012,3.1471, WA,Washington
2012,3.7702, WV,West Virginia
2012,2.9522, WI,Wisconsin
2012,2.4279, WY,Wyoming
2013,7.1576, AL,Alabama
2013,4.6117, AK,Alaska
2013,5.3504, AZ,Arizona
2013,5.3401, AR,Arkansas
2013,4.5432, AR,Arkansas
2013,3.3004, CO,Colorado
2013,2.5282, CT,Connecticut
2013,4.4313, DE,Delaware
2013,15.8679, DC,Washington
